country,alum_survey,survey_year,consent,gep_id,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7,n2_a4_KH,n2_a5_KH,n2_a4_NP,n2_a5_NP
Nepal,0,2024,Yes,NP-GEP-15-0400,2022,7,Yes,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0314,2022,6,Yes,20,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-19-0680,2022,3,Yes,19,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Diploma Program
Nepal,0,2024,Yes,NP-GEP-18-1088,2022,4,Yes,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Short term technical and vocational training
Nepal,0,2024,Yes,NP-GEP-19-0655,2022,3,0,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-06-0042,2019,13,Yes,23,Yes,0,Yes,,,,0,0,,Never married,,,,,0,No,No,No,No,Yes,No,No,No,Yes,No,Yes,,,,,Yes,,,,Yes,,Partially,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,Pre Diploma program,
Nepal,0,2024,Yes,NP-GEP-19-0915,2022,3,0,18,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Diploma Program
Nepal,0,2024,Yes,NP-GEP-16-0205,2022,6,0,21,0,0,,,,,0,0,,Married,20,Yes,1,21,"yes, all the time",Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Partially,,,No,,Partially,No,Yes,Yes,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-16-0538,2022,6,Yes,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-19-0935,2022,3,Yes,20,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0231,2022,6,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Nepal,0,2024,Yes,NP-GEP-16-0303,2022,6,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-16-0169,2022,6,0,19,0,0,,,,,0,0,,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Nepal,0,2024,Yes,NP-GEP-19-0710,2022,3,Yes,20,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0382,2022,6,Yes,19,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-16-0202,2022,6,Yes,,0,0,,,,,0,0,,Married,17,Yes,1,19,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-19-0946,2022,3,0,19,0,0,,,,,Yes,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-15-0172,2022,7,Yes,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To some extent,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0317,2022,6,Yes,,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,,,,,
Nepal,0,2024,Yes,NP-GEP-16-0534,2022,6,Yes,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-18-0791,2022,4,Yes,19,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,Yes,To some extent,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0091,2022,6,Yes,18,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-19-0754,2022,3,0,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,0,,Yes,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0311,2022,6,Yes,20,0,0,,,,,0,0,,Married,19,0,,,0,Yes,No,Yes,No,No,No,No,No,No,No,No,Partially,,No,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-16-0374,2022,6,Yes,20,Yes,Yes,,,,Full time,0,0,,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0240,2022,6,Yes,19,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-16-0489,2022,6,Yes,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,Yes,Very helpful,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0263,2022,6,0,22,0,0,,,,,0,0,,Married,21,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-19-0672,2022,3,Yes,19,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,0,,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0522,2022,6,0,19,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-19-0948,2022,3,Yes,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-16-0058,2022,6,Yes,20,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0195,2022,6,Yes,18,0,0,,,,,0,0,,Never married,,,,,0,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,Yes,Partially,,,,0,Yes,Yes,0,,Yes,Not at all,,,,
Nepal,0,2024,Yes,NP-GEP-18-0809,2022,4,Yes,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Pre Diploma program
Nepal,0,2024,Yes,NP-GEP-16-0332,2022,6,0,22,0,0,,,,,0,0,,Married,19,Yes,1,19,0,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Partially,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-05-0021,2018,12,0,26,0,0,,,,,0,0,,Married,19,0,,,"yes, all the time",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,,,,No,Partially,Partially,,No,,,,0,0,0,Yes,Not at all helpful,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-05-0026,2018,13,0,28,Yes,0,Yes,,,,Yes,0,Yes,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,Graduate Degree,
Nepal,1 Year,2023,Yes,NP-GEP-07-0128,2018,12,0,25,Yes,0,Yes,,,,0,0,,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Not at all helpful,Yes,Not at all,,,Graduate Degree,
Nepal,1 Year,2023,Yes,NP-GEP-11-0131,2018,7,0,22,0,0,,,,,0,0,,Married,21,Yes,1,22,0,No,No,Yes,No,Yes,No,No,No,No,No,No,,,No,,No,,,,,,,0,0,0,0,,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-11-0114,2018,7,Yes,25,Yes,0,0,,,,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-11-0353,2018,7,0,30,0,0,,,,,0,0,,Married,20,Yes,1,23,0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,,No,Partially,No,,Partially,Partially,,,,Partially,Yes,Yes,Yes,0,,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-06-0114,2018,12,0,26,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,Yes,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-05-0051,2018,12,0,25,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,,Yes,Not at all,,,Graduate Degree,
Nepal,1 Year,2023,Yes,NP-GEP-11-0447,2018,7,Yes,23,0,Yes,,,,Full time,0,0,,Married,21,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,,Yes,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-07-0049,2018,11,0,22,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,Not at all,,,Graduate Degree,
Nepal,1 Year,2023,Yes,NP-GEP-11-0254,2018,7,0,25,0,0,,,,,0,0,,Married,20,Yes,1,22,0,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,No,No,,,Partially,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Nepal,1 Year,2023,Yes,NP-GEP-11-0279,2018,7,Yes,22,0,0,,,,,0,0,,Never married,,,,,"yes, all the time",No,No,Yes,Yes,No,No,No,No,No,No,No,,,No,Partially,,,,,,,,0,Yes,Yes,0,,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-08-0098,2018,10,0,26,0,0,,,,,Yes,Yes,Yes,Married,21,Yes,2,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,0,,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-08-0310,2017,9,Yes,26,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-06-0109,2018,12,0,24,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-11-0188,2018,7,Yes,23,0,0,,,,,0,0,,Married,20,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-11-0106,2018,7,Yes,24,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-07-0111,2018,11,0,25,Yes,0,0,,,,Yes,0,0,Married,22,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Not at all helpful,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-11-0403,2018,7,Yes,22,0,0,,,,,0,Yes,Yes,Married,21,0,,,0,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,0,Yes,Yes,Yes,,Yes,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-05-0005,2018,12,Yes,27,0,0,,,,,Yes,Yes,0,Married,20,Yes,1,21,0,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Yes,,,,,0,0,0,Yes,,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-07-0232,2018,12,0,27,0,0,,,,,Yes,0,0,Married,21,Yes,2,22,0,No,No,Yes,No,No,No,No,No,No,No,No,,,Partially,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-03-0043,2018,12,Yes,24,Yes,0,Yes,,,,0,0,,Never married,,,,,0,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,Graduate Degree,
Nepal,1 Year,2023,Yes,NP-GEP-05-0023,2018,13,0,25,0,Yes,,,,Full time,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,Yes,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-11-0092,2018,7,0,25,0,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,,No,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-09-0122,2017,8,0,26,Yes,0,0,,,,0,0,,Married,21,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2023,Yes,NP-GEP-11-0252,2018,7,0,23,Yes,Yes,,,,Full time,0,0,,Never married,,,,,0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Graduate Degree
Nepal,1 Year,2023,Yes,NP-GEP-04-0024,2018,4,Yes,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,Yes,,,,0,0,Yes,0,,No,Not at all,,,,Graduate Degree
Nepal,1 Year,2024,Yes,NP-GEP-07-0052,2019,12,0,24,Yes,0,0,,,,Yes,0,Yes,Married,23,0,,,0,No,No,No,No,No,No,Yes,Yes,No,No,Yes,,,,,,,Partially,Partially,,,Partially,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-06-0113,2019,13,0,24,Yes,Yes,,,,Full time,0,0,,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-12-0325,2019,7,Yes,23,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,Yes,To some extent,,,,
Nepal,1 Year,2024,Yes,NP-GEP-11-0046,2019,8,Yes,25,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-05-0008,2019,14,Yes,26,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0020,2019,7,Yes,24,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0666,2019,7,Yes,23,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-15-0589,2019,4,Yes,21,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-06-0058,2019,13,0,24,Yes,0,Yes,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,Pre Diploma program,
Nepal,1 Year,2024,Yes,NP-GEP-07-0186,2019,12,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-07-0235,2019,12,0,25,0,0,,,,,0,0,,Married,21,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0571,2019,7,Yes,23,Yes,0,0,,,,0,0,,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0631,2019,7,0,24,Yes,0,0,,,,0,0,,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0179,2019,7,Yes,22,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-12-0577,2019,7,Yes,21,Yes,0,Yes,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,Not at all,,,Pre Diploma program,
Nepal,1 Year,2024,Yes,NP-GEP-14-0584,2019,5,0,28,Yes,Yes,,,,Full time,0,0,,Married,24,Yes,1,28,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-12-0304,2019,7,0,24,0,0,,,,,0,0,,Married,20,Yes,1,23,0,No,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,Partially,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-11-0015,2019,8,0,24,0,0,,,,,0,0,,Married,21,Yes,1,23,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,,,,,,,,0,Yes,Yes,0,,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0209,2019,7,Yes,24,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-12-0665,2019,7,Yes,23,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-15-0590,2019,4,Yes,25,0,0,,,,,0,0,,Married,24,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0054,2019,7,Yes,25,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-14-0392,2019,5,Yes,24,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-11-0163,2019,8,Yes,24,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0089,2019,7,0,24,Yes,Yes,,,,Full time,0,0,,Married,24,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-15-0584,2019,4,Yes,24,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-07-0212,2019,12,0,25,Yes,0,0,,,,0,0,,Married,24,Yes,1,25,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0358,2019,7,Yes,23,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-12-0265,2019,7,0,28,0,0,,,,,0,0,,Married,21,Yes,1,22,0,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,Partially,,,Partially,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0050,2019,7,Yes,24,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0385,2019,7,Yes,23,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-06-0110,2019,13,Yes,25,Yes,0,0,,,,0,0,,Married,24,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0068,2019,7,Yes,26,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Nepal,1 Year,2024,Yes,NP-GEP-08-0103,2019,11,0,29,0,0,,,,,0,0,,Married,27,0,,,0,No,No,Yes,No,No,No,No,Yes,No,No,No,,,No,,,,,Partially,,,,0,Yes,Yes,0,,No,To some extent,,,,
Nepal,1 Year,2024,Yes,NP-GEP-14-0215,2019,5,Yes,22,Yes,0,0,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,Not at all,,,,
Nepal,1 Year,2024,Yes,NP-GEP-12-0140,2019,7,Yes,22,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,Pre Diploma program
Sri Lanka,0,2023,Yes,LK-GEP-13-0237,2022,8,Yes,19,Yes,Yes,,,University,0,0,0,,Never married,,,,,0,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,Yes,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0170,2022,8,Yes,21,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,0,Yes,Never married,,,,,0,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0226,2022,8,Yes,22,Yes,0,Yes,Post-Secondary -Technical/Vocational,,,0,0,,Never married,,,,,0,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-12-0569,2022,8,Yes,23,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-13-0357,2022,8,Yes,18,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Sri Lanka,0,2023,Yes,LK-GEP-14-0574,2022,8,Yes,22,0,0,,,,,0,0,,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
